Rubriques douanières,Dénomination des marchandises,2006-01-01 00:00:00,2006-02-01 00:00:00,2006-03-01 00:00:00,2006-04-01 00:00:00,2006-05-01 00:00:00,2006-06-01 00:00:00,2006-07-01 00:00:00,2006-08-01 00:00:00,2006-09-01 00:00:00,2006-10-01 00:00:00,2006-11-01 00:00:00,2006-12-01 00:00:00,2007-01-01 00:00:00,2007-02-01 00:00:00,2007-03-01 00:00:00,2007-04-01 00:00:00,2007-05-01 00:00:00,2007-06-01 00:00:00,2007-07-01 00:00:00,2007-08-01 00:00:00,2007-09-01 00:00:00,2007-10-01 00:00:00,2007-11-01 00:00:00,2007-12-01 00:00:00,2008-01-01 00:00:00,2008-02-01 00:00:00,2008-03-01 00:00:00,2008-04-01 00:00:00,2008-05-01 00:00:00,2008-06-01 00:00:00,2008-07-01 00:00:00,2008-08-01 00:00:00,2008-09-01 00:00:00,2008-10-01 00:00:00,2008-11-01 00:00:00,2008-12-01 00:00:00,2009-01-01 00:00:00,2009-02-01 00:00:00,2009-03-01 00:00:00,2009-04-01 00:00:00,2009-05-01 00:00:00,2009-06-01 00:00:00,2009-07-01 00:00:00,2009-08-01 00:00:00,2009-09-01 00:00:00,2009-10-01 00:00:00,2009-11-01 00:00:00,2009-12-01 00:00:00,2010-01-01 00:00:00,2010-02-01 00:00:00,2010-03-01 00:00:00,2010-04-01 00:00:00,2010-05-01 00:00:00,2010-06-01 00:00:00,2010-07-01 00:00:00,2010-08-01 00:00:00,2010-09-01 00:00:00,2010-10-01 00:00:00,2010-11-01 00:00:00,2010-12-01 00:00:00,2011-01-01 00:00:00,2011-02-01 00:00:00,2011-03-01 00:00:00,2011-04-01 00:00:00,2011-05-01 00:00:00,2011-06-01 00:00:00,2011-07-01 00:00:00,2011-08-01 00:00:00,2011-09-01 00:00:00,2011-10-01 00:00:00,2011-11-01 00:00:00,2011-12-01 00:00:00,2012-01-01 00:00:00,2012-02-01 00:00:00,2012-03-01 00:00:00,2012-04-01 00:00:00,2012-05-01 00:00:00,2012-06-01 00:00:00,2012-07-01 00:00:00,2012-08-01 00:00:00,2012-09-01 00:00:00,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,2014-10-01 00:00:00,2014-11-01 00:00:00,2014-12-01 00:00:00,2015-01-01 00:00:00,2015-02-01 00:00:00,2015-03-01 00:00:00,2015-04-01 00:00:00,2015-05-01 00:00:00,2015-06-01 00:00:00,2015-07-01 00:00:00,2015-08-01 00:00:00,2015-09-01 00:00:00,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,2016-10-01 00:00:00,2016-11-01 00:00:00,2016-12-01 00:00:00,2017-01-01 00:00:00,2017-02-01 00:00:00,2017-03-01 00:00:00,2017-04-01 00:00:00,2017-05-01 00:00:00,2017-06-01 00:00:00,2017-07-01 00:00:00,2017-08-01 00:00:00,2017-09-01 00:00:00,2017-10-01 00:00:00,2017-11-01 00:00:00,2017-12-01 00:00:00,2018-01-01 00:00:00,2018-02-01 00:00:00,2018-03-01 00:00:00,2018-04-01 00:00:00,2018-05-01 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,2018-08-01 00:00:00,2018-09-01 00:00:00,2018-10-01 00:00:00,2018-11-01 00:00:00,2018-12-01 00:00:00,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00
62,Vêtements et acc. du vêt. autres qu'en bonneterie,25.1,19.5,23.6,331.5,81.7,39.7,208.3,71.9,344.7,51.6,28.8,96.2,54.4,10,55.6,41.3,20,10.7,40.9,10.7,25.4,24.1,11.9,43.3,4.8,13.2,-18,153.8,32.3,36.8,37.4,56.9,25,14.7,79,38.5,67.7,331,51.7,45.9,23.5,44.95583,60.758491,892.216346,34.971007,24.973325,88.588795,19.782369,12.866347,211.989067,28.482099,27.214287,21.865109,31.340991,40.765372,309.239657,1987.225382,289.51949,19.772363,48.664524,82.548104,128.934773,64.673282,786.083287,96.362083,67.024046,112.693707,171.34099,198.670774,63.863104,110.500546,88.115735,3605.898427,431.330437,64.673282,47.007342,31.168659,1775.635627,174.434851,218.790879,81.544615,107.703286,89.196932,202.440686,799.529374,2585.315336,350.444164,2809.875041,139.6066515,1157.463471,185.3889272,137.911357,138.2820688,126.0039907,90.11638483,180.200436,100.0808355,108.5989226,180.5971038,383.9594389,428.0698185,454.7485521,214.4789494,375.0697361,245.7319993,210.396057,1001.357403,287.097109,241.616429,564.689969,4223.608474,159.32516,131.925958,7137.289781,395.766317,235.017711,299.095147,172.654685,134.715328,364.424195,104.933983,156.495179,144.657008,2204.903794,445.862656,194.358605,189.27317,5435.753406,434.755404,111.19959,269.647685,115.340493,104.842901,211.934626,1773.757895,129.2,206.210528,4543.927122,1277.915525,133.924332,810.993814,1942.153334,64.927523,364.156857,94.667467,79.559372,60.898864,87.509808,116.53194,3887.556717,129.050384,97.7509,95.567368,5977.039427,88.305922,286.902101,117.194482,122.209797,125.66694,129.693323,1279.264271,146.121254,9973.594932,102.418688,579.990343,124.48539,127.175276,225.888904,267.213847,213.97709,258.23569
6308-10,Friperie,301.9,164.1,312.6,234.5,277.8,363.5,247.6,407.5,380.6,265.4,153.7,455.6,359.6,137.6,168.6,157,168.4,86.3,490.3,86.1,100.4,160.6,112.9,220.6,368.3,394.6,-694.9,1257.3,363.1,288.2,345.3,224.5,308.5,334.3,214.1,302.8,506.9,177.2,259.1,278.7,200.3,180.046812,283.235138,0,337.863215,3.599205,0,13.687458,183.759919,0,384.571951,241.831972,198.078908,0,404.062264,422.310523,334.694471,466.326484,391.861222,623.966769,327.992452,667.76363,673.905435,599.704984,609.904935,437.582078,629.417028,424.001741,516.407196,509.202118,518.688194,689.073888,515.559944,520.448679,673.905435,593.393339,875.85944,467.397426,1031.520617,827.693029,771.079637,1001.881938,828.167862,831.218185,598.491223,421.364679,480.690928,724.781925,695.1324112,677.1548533,910.8385401,740.3701963,1154.74448,681.7973828,1217.278642,850.7857186,810.6205152,1010.306225,706.2475818,942.0329027,1183.752234,1053.276534,1226.551401,1070.918269,1016.505633,883.737518,999.749875,1311.188416,1439.001948,1333.288335,1313.932762,954.719048,862.544542,1049.771905,919.547509,665.693642,1247.496403,1709.287369,1464.271623,1349.245636,1180.658061,1032.853547,798.893137,894.371602,892.223421,1258.740665,1143.550858,1699.765459,1500.447396,1293.412508,1384.831769,1686.763453,1388.51959,1207.160624,1148.110567,1215.2,1513.749178,2283.046103,1721.60455,2143.634699,2340.468606,2267.56858,1286.236674,1545.611353,1552.54824,1031.315213,1536.608091,1313.90954,1805.653794,1655.789161,2493.374727,2591.658441,1799.016743,1700.337064,1595.770468,1706.015141,0.151534,0.100172,0.150337,1902.520085,2156.899377,2042.631496,2616.206108,2266.317742,2323.691004,2206.426776,2691.150871,1903.106738,2108.457231,1965.834875,1715.807967
64,Chaussures,31.9,56.7,98.3,545.6,69.9,104,73.2,125.9,56.7,77.1,61.9,65.3,79.8,59.2,64.9,19.9,58.5,55.6,170.1,42.9,32.4,158.7,38.4,66,42.3,77.8,-120.1,245.6,86.8,65.3,503.6,66.2,94.4,90.7,168,61.2,64.1,127.5,105.3,63.9,50.7,81.463011,67.870284,74.044676,52.648578,98.786045,118.236938,55.288605,105.850812,30.031894,61.933366,52.218851,2124.797873,40.864325,116.973218,366.575612,155.073029,208.498423,187.019363,274.257768,191.433869,140.839753,226.274911,270.421428,193.751779,274.501329,229.389085,298.444667,189.415018,5294.610471,528.529643,175.107329,186.905292,316.54941,226.274911,246.146054,256.763549,599.758013,287.81163,343.8106,275.634228,187.580374,282.568568,219.326659,566.26401,2237.42278,516.521668,448.855606,231.5589416,602.3876585,315.420364,297.6146922,484.6102749,272.7882202,172.484115,274.8300185,247.4875266,2088.269698,225.8204612,306.4823126,2695.050422,1269.76791,402.7653391,584.8128476,535.4620793,413.872303,386.190813,487.864225,445.748891,617.73275,435.201829,326.598786,279.038551,526.140104,550.342076,634.751102,555.8624241,424.513045,303.068746,471.243012,531.073384,376.055902,505.385636,2505.182141,781.603558,483.037502,532.686324,2696.306878,659.358274,676.687835,586.368312,475.02782,486.065337,463.471079,1391.869348,616.5,614.703229,2635.362173,1792.801192,643.897528,1578.327728,1203.486605,526.721398,745.011679,352.514895,424.811988,511.081415,478.590614,341.703902,3256.726684,772.049764,727.950785,583.407215,895.084823,361.487345,375.821379,307.98723,349.9826236,276.115709,324.811032,1790.533046,2939.395908,754.954723,702.8826,810.679086,593.590979,582.4314,659.562371,670.251124,678.76315,622.494412
68,"Ouvrages en pierres, plâtre et ciment",0,9.2,19,3.2,3.7,6,2.9,29.4,7.7,8.2,5.1,20.8,42.6,32.9,10.5,12.1,14.8,34.4,7.8,3.8,41.7,54.1,12,8.1,4.9,1.7,-4.8,51,4.8,46,14.5,28.7,15.1,19.8,18.1,11.4,16.2,10.2,16.1,0.6,37.3,94.44232,6.828637,14.001353,73.823954,106.927614,28.624055,14.465724,5.251325,8.078966,29.06316,61.685552,13.206896,23.468748,19.721006,86.258218,436.760336,644.902636,318.863632,431.618239,128.675329,435.372529,325.782927,136.695783,49.750506,759.755961,66.790021,274.257069,105.412678,3614.202681,213.380995,1126.773335,229.117809,607.114177,325.782927,141.544384,36.156387,114.602418,711.156269,137.451762,709.056422,126.073166,300.272077,97.430838,217.535831,152.925558,308.433346,27.901947,139.8092322,9.10893185,44.80805104,60.83360529,65.38196282,27.89823688,21.42395682,15.70641917,92.63366309,102.7084593,49.05676537,10.13170413,20.47986791,51.08881608,15.20415764,66.78401429,121.7565636,134.950483,16.627152,108.569997,137.114083,57.514473,63.677052,36.263143,38.316898,5.331109,59.843199,2.391926,33.8335169,33.903302,7.126716,26.370471,22.109217,9.686855,47.212964,57.897699,8.207179,39.217147,2.130227,32.305457,11.543487,8.79775,81.898166,25.923204,38.402267,49.262473,159.800116,6.4,50.515502,146.688925,64.512653,639.865892,356.937417,396.587125,223.56937,810.559647,78.428649,45.666832,49.029629,91.171607,313.973148,63.911838,106.467578,131.65838,110.651123,57.089245,30.413777,63.157112,132.31788,73.142764,97.040477,141.544894,247.355745,53.342853,51.954541,41.195914,118.674403,309.755983,210.891727,220.667241,103.763836,92.328768,191.564297
69,Produits céramiques,135,81.4,196.1,96.7,174.2,310.7,231.8,200.2,178.6,216.2,71.1,140.6,185.3,102.2,113.8,163.5,141.7,254.9,60.3,248.2,241.5,152.3,148.2,169.4,197.1,243.9,-441,868,182.3,284.4,294.5,439.4,262.3,216.1,220.1,230,169.1,261.7,366.2,317.1,414.9,350.04825,237.997204,374.073149,147.496464,288.684679,292.274503,343.367763,340.825394,253.216972,373.857158,328.024864,263.618078,489.555347,265.970907,501.436888,452.637627,430.55482,380.36317,421.454705,484.616077,525.84302,674.071417,510.367465,667.999821,629.847931,551.78651,576.01157,816.509016,438.864811,563.773635,842.039066,657.054618,1054.596011,674.071417,482.400382,430.097568,559.315663,1535.314885,762.858347,649.361965,399.335747,533.446324,345.081347,288.633668,356.628819,313.434103,339.102029,689.306146,511.3712815,509.412227,440.5202394,872.5976194,484.1176222,487.3523979,474.4869757,441.7831112,293.1449016,358.5278326,375.8682871,439.3719927,1062.483168,600.2213052,616.5277532,727.5917091,525.48841,699.652711,750.653215,490.490786,1054.2092,1106.51948,719.347476,405.023233,278.663054,196.502917,209.204697,567.9815235,1015.743481,492.587212,789.732376,340.919411,498.510207,594.373383,363.283443,540.179569,716.781994,687.299545,1195.025224,823.568403,685.294189,516.156368,577.792668,665.50735,949.007389,1254.591902,289.6,863.794184,941.961664,876.97524,1325.196473,722.694013,582.663855,737.449204,704.56513,665.047076,335.449286,730.879183,651.962795,581.719102,553.304927,631.227807,769.626883,1110.349953,462.569589,347.766093,749.395112,993.819097,749.697492,504.518818,798.898692,946.906494,567.82756,1099.999551,653.480711,710.163894,1322.27132,650.196014,1008.892494,1161.923832,1423.487434,917.217736
701090,Bouteilles,345.3,276.7,384.1,286.5,411.5,126.8,142.6,357,215.1,546.8,398.3,107.4,252.4,559.1,172.3,365.1,299.7,102.1,261.3,287.5,159,53.6,334.1,55.7,0,0.2,0.8,1144.4,227.5,362.1,458.8,585.7,109.5,0,21.9,253.3,799.4,373.6,183,0,764.6,630.919352,528.295398,399.062905,465.12942,218.493988,101.213234,93.389451,0,725.329523,853.769475,272.905564,2.785315,440.296793,227.444898,3.389502,0,4.949286,0.740741,28.685919,1437.153435,838.666877,1246.950502,242.039678,202.645125,364.983122,529.39246,521.709715,866.312982,452.522913,68.221716,365.114009,1202.473666,578.25444,1246.950502,956.366483,549.291347,700.278221,513.029917,1444.592145,449.805624,70.641832,363.884118,380.280463,2240.384028,1816.29542,596.629421,1391.099298,1304.411782,1567.633232,1633.19287,466.0432866,381.9046994,1.164346313,22.70730288,382.1779709,889.7502173,633.7296598,380.8932609,587.6891116,539.9763603,792.5893248,155.169939,360.9399521,764.3817679,222.902079,227.598177,82.767084,633.508747,158.398748,84.821691,2441.040066,169.764071,85.066307,1013.668602,773.499681,157.8727467,497.944548,1240.252583,235.886681,933.358462,1120.792181,1560.061224,231.962867,1.679278,894.385939,859.93565,694.950723,248.251977,833.889141,387.518674,122.41186,0.198589,117.926784,57.616848,648.9,42.90716,52.46265,347.994258,1218.60617,335.161033,606.755195,460.883858,68.007008,57.602652,29.400072,959.964559,45.985209,881.091232,460.497185,73.214684,376.529463,29.067713,122.402,935.451714,981.09959,234.680318,371.070265,69.624261,141.979736,239.731076,477.679857,390.343303,514.802391,264.916624,138.678813,314.29201,0.940972,210.786799,297.568342,498.365165
72,"Fonte, fer et acier",1044.4,766.9,871.3,759.2,864.2,549.4,1079,1003.6,2288.2,1528.8,1210.8,924.4,1482,872.2,1655.9,1083.1,1396.9,1177,1193.2,1667,1556.2,1339.5,5163.7,1398.5,1880.1,1164.6,-2930.3,5743.3,1167.7,1077.2,1953.5,837.5,1947.4,1262.9,1381,6557.3,1628.5,826.6,1801.5,1947.7,1199.5,2626.801717,1576.553972,2059.598608,1686.882109,1091.633521,2103.606631,1237.653938,2003.918744,995.848275,2180.304236,3696.058086,1450.269825,1633.777538,1400.374906,2536.951436,3625.759485,6756.265017,3496.094011,3273.217969,3300.729472,3130.086627,1442.157441,2649.689555,3365.34169,3664.804524,3466.486591,5912.906481,4551.579331,6691.837708,4484.658193,5426.031802,3816.950791,3974.368972,1442.157441,4754.435579,5076.958962,4295.923395,3987.594886,3178.952502,4389.97508,6110.778901,4419.334953,4588.390119,4259.199029,4358.41271,4260.04374,4536.264815,4206.844757,4152.068635,4370.575848,7238.10938,2994.228768,3398.132219,3733.669136,148.4740133,4603.097844,3510.905015,4581.49019,4246.34216,3694.937167,4917.285059,10442.70767,4347.892824,3665.614702,3036.003662,5439.449634,4016.080712,4200.414326,4822.818947,5273.780487,2062.620276,1703.232843,1655.449147,1997.284768,4505.0403,5618.080539,4793.554073,3980.095439,3591.707441,1753.933651,3967.61453,3819.6992,2297.734176,4537.843318,2898.733453,2872.903271,4176.343935,4834.617138,4052.779245,4350.643138,2743.827315,3889.997544,3425.844671,4525.882216,6110,4019.805603,4612.223478,6454.892217,7213.385357,6347.021765,5012.397409,7732.822126,4641.285896,5648.222226,6131.851035,11803.95851,4522.025472,10281.06392,8437.924857,3953.69138,7856.720829,6157.861605,10869.96345,10586.65214,8922.238309,6761.911998,10760.53956,5384.869696,5001.139372,9458.437648,6279.662419,12509.30063,7107.652865,6832.486858,10668.14716,12684.66484,9298.725865,12931.76886,13154.78418,12561.09774
73,"Ouvrages en fonte, fer et acier",304.3,347.5,1195.8,694.4,202.9,574.1,330.6,460.8,505.5,473.9,514.7,305.6,421.3,328.4,1026.5,488.9,661.8,395.2,399.3,631.5,968.6,457.7,740.6,315.9,672.6,508.9,-47.5,3507,228.3,422.5,489.8,965.7,732.3,1546.6,474,1161.8,1144.5,2728.1,1481.7,1758.2,1646.9,626.293692,979.18647,1338.298787,678.059046,462.405454,1912.872088,377.531863,510.806228,542.170931,846.435633,1255.051857,419.212082,740.560732,428.053231,897.089661,2376.066507,1038.595818,1202.309679,5659.168872,1180.482851,1642.724948,1093.810159,1291.627045,2676.361758,2590.369932,2012.302903,2541.2471,1893.613901,4586.289755,1995.017258,4186.22534,3758.802757,2481.334939,1094.388651,2128.645769,2204.7908,2703.638109,4255.794461,1409.096598,1600.241467,3135.755931,2710.816582,2724.484427,1491.841782,2543.092737,2327.061841,3684.657532,1403.400468,1492.787119,1120.805646,1706.014857,896.4954857,1354.063484,1822.950703,2017.396817,1444.389758,2257.843129,1774.818459,1749.700177,1349.583539,2043.101441,2072.120564,1301.754927,1297.16977,1501.912467,4810.572223,5985.943271,5346.456617,3419.82134,1720.173726,1451.24443,505.811706,2260.32689,905.865708,1559.485567,1826.348567,852.928746,1350.856493,1303.128693,1128.103034,665.180735,1579.738919,3116.584495,1335.794558,1080.647867,1777.904669,1973.542498,1947.4242,1931.901236,1679.97053,2089.769207,1723.188105,1691.517178,1517.941849,988.1,1782.37247,1220.654526,903.582159,1659.81952,1584.253412,1744.359696,1312.943246,1216.414764,1067.63835,1380.086155,1742.356795,1177.277474,1584.208778,2296.772193,1250.914729,1389.494515,1653.896099,1907.01145,1174.895855,1354.97929,2466.306331,2140.804903,1791.353528,4280.707297,1248.795484,3735.694857,3797.812727,1373.164524,3339.123735,2119.926756,1644.84712,1668.93503,4220.439409,3308.401088,1650.328237
76,Ouvrages en aluminium,240.4,88.1,115.2,131.1,35.9,21.3,328.1,145.5,30,161.6,214.6,12.7,1642.3,71.4,783.2,56.7,40.2,134.8,9.4,130.1,51.1,195,5.4,47.9,68.6,267.8,-154.4,743.8,119.2,45.3,178.8,111.7,56.3,30.4,33.1,165.6,115,104.7,59,67.9,242.1,27.821158,48.073475,81.213825,64.544963,79.924082,34.370989,25.361669,84.537317,81.814664,125.768608,135.471886,16.013525,220.643806,106.570881,224.555524,33.599116,102.543346,88.579503,118.419484,1180.482851,454.457136,32.351445,38.032374,160.666259,39.689122,189.639045,729.682158,142.737885,935.969215,564.890797,635.432821,324.792146,473.103938,32.351445,201.493231,16.475693,415.132942,438.847156,385.089538,391.74325,579.423686,837.783631,212.046285,120.125826,295.787198,446.437999,226.93421,347.8312135,289.6510007,127.2799408,292.7932228,113.2809333,569.1678807,216.5063327,413.1899907,413.2462428,353.1680143,321.2716582,322.5554579,310.4575311,281.6704895,55.8859859,164.5392991,543.9038048,178.779224,714.723246,271.792593,479.022021,527.025839,160.915043,884.734435,120.829997,84.741777,268.748353,131.558868,271.4513386,89.040538,242.393977,157.000883,252.18556,100.91493,148.937218,233.885538,120.339268,145.667188,221.530228,148.954324,193.535512,47.232306,206.190574,327.924358,177.631291,173.916499,237.730841,104.4,216.009214,163.86943,935.958725,253.999639,304.307601,88.552862,166.441973,252.345819,122.366966,57.692332,464.356694,266.298903,316.813543,108.927999,285.550729,127.806594,272.195786,340.097517,280.796571,354.496714,149.662147,158.984393,285.378861,1995.566411,499.207563,312.733501,597.903997,147.983799,208.434005,395.790593,74.238625,447.696285,291.06101,200.179253,145.005953
8201-07,Ouvrages divers,249.8,70.9,5.9,58.1,24.7,6.4,25.9,60.3,49.5,138,17.1,16.6,80.2,226.3,31.7,3.5,14.6,52.1,12.4,50.6,243.8,574,39.2,15.8,45.6,101.7,-122.6,172.1,90,51.4,34.1,61.1,44.8,112,54.9,151.1,23.1,12.9,228.2,21.4,122.2,198.267307,36.608385,58.783506,16.238292,34.799793,94.155263,55.475157,62.084565,509.007108,30.768416,57.268645,95.189107,81.1378,12.115072,70.860937,24.57622,145.567956,76.790275,63.356334,224.675708,121.440322,317.688001,57.19437,111.228723,149.386354,172.695766,228.908799,100.563626,1363.669126,35.129438,73.852901,77.764554,243.358055,34.430373,199.863002,32.170134,269.116884,90.269577,149.095002,45.352271,122.08881,62.285289,99.112319,310.395999,72.377054,348.341534,131.90604,60.49085581,576.2545786,212.0065316,113.8505342,94.0044151,64.39086505,42.50656244,35.95509241,257.114954,325.3494025,71.85996365,216.8255785,52.03991059,80.23403455,369.7274851,81.87511783,58.24310547,107.070491,81.500623,88.533964,268.712203,266.15155,391.334823,150.102148,28.030947,65.692156,23.764962,60.398405,178.9566068,154.535923,102.749112,54.258179,100.187991,83.813788,111.948199,50.823025,89.313038,101.009267,142.400254,463.562113,135.686214,158.903349,40.367895,174.469486,355.803812,64.592064,112.527435,34.4,99.704519,195.258054,156.499694,51.815088,216.968899,254.531437,150.885688,181.12261,28.214371,342.386787,84.372816,145.700792,338.000737,158.354286,223.447766,212.011971,286.171897,133.213417,327.94083,307.608362,405.906763,455.793522,306.92044,307.264161,222.379648,212.110925,112.302378,125.779617,136.740105,184.697102,871.323373,220.146139,359.798243,69.837443,101.32946
82013010,Houes,27.2,261,58.3,30.1,207.3,0.2,130,29.4,30,30,43.8,211.9,0,0,46.7,23.9,48.8,59,25,81.9,1.9,0.3,108.4,0,68.7,75.8,472.5,-168.4,135,39.7,0.3,325.4,123.5,0.2,0.6,0.6,76.3,198.4,284.5,4.7,149.8,0,0,0,0,0,23.373698,0,145.271639,0,1.53889,1.157249,0,0,0,0,0,8.806334,1.170755,71.724256,0,0,0,0,1.244485,0.851989,0.501616,9.576849,1.568894,34.522008,2.185303,1.917424,161.790348,0,283.532785,0.203793,0.073097,142.293492,11.161177,140.881794,12.717959,24.66642,18.081933,122.274684,4.203882,114.023343,19.371911,1.275451,163.0846516,206.5747317,26.03438189,6.993980652,12.34841579,2.239568216,104.3334819,159.9028828,48.82742135,8.525171712,23.92682565,12.45337156,15.14128376,96.40355984,268.2218022,4.31336123,115.2134033,79.349283,169.838369,109.553763,260.291184,95.624955,178.622211,12.096379,7.432031,203.601162,2.642395,9.628523,99.06323342,248.000249,8.739265,67.047518,46.106207,357.898117,61.478922,82.45095,397.922526,173.061204,118.894618,6.463199,98.683604,96.506755,92.498161,107.342228,51.005261,260.350082,104.251673,0.8,364.333993,6.077021,377.17924,11.15407,302.494702,120.726891,26.572676,231.705611,221.89165,127.416573,80.119584,32.46768,0.636825,216.703016,78.828107,134.64347,185.695146,210.590437,137.982096,0.281367,147.380376,308.339855,256.954836,175.171117,82.019112,132.758386,76.753296,1.732263,57.492076,131.211712,145.16977,66.877945,367.280317,38.295115,93.490607
8212,Rasoirs et leurs lames,49.6,20.9,2.4,28.7,6.5,0,50.3,1.5,1.5,1.4,44.3,0,0.1,18.6,51.9,2.1,0.5,1.6,0,0,1.9,48.8,2.2,3.9,0,0,215.3,-171.7,30.9,34,0.6,1.2,1.1,59.9,0.7,30.2,1.2,6,1.3,25.8,33.2,0.071011,27.968224,1.4766,64.563416,0,0.12353,0.718304,0.334609,59.810677,0.838056,49.223878,3.010305,31.687376,8.564376,106.195607,2.81738,47.102646,17.195468,75.550077,34.627192,1.072516,4.334236,3.091643,0.148422,2.817325,0,5.510803,5.708915,2.483014,1.866399,59.206177,11.705428,25.94456,4.334236,48.996553,10.381486,6.39242,129.756235,14.915384,7.340813,18.899927,4.665172,77.851285,1.582352,8.156293,1.201792,10.310291,67.19526251,15.02176943,2.886649344,14.84952756,24.54577662,3.610882551,15.50852929,8.987366654,7.82768326,1.267882922,9.978611226,16.99165974,3.74880666,10.2296528,13.4851623,10.86920617,0.94305823,18.776234,18.344621,15.564837,8.768608,5.194754,7.36495,4.82,6.941819,2.535882,12.274401,18.55418,22.85064551,0.9775,8.934347,13.399128,2.649009,20.302831,3.086128,7.15172,1.684085,9.455196,1.305918,10.197966,2.964758,10.794322,16.627041,17.930989,25.763066,47.626561,14.374817,4.6,17.20741,16.117761,1.275188,9.889445,3.162005,20.350986,10.571081,14.425605,9.013097,14.005394,16.363591,9.998726,6.75718,7.014341,7.615425,13.721133,5.433622,5.336235,22.424517,6.966497,0.559114,56.31128,40.860963,34.077401,1.772384,27.298856,4.655537,23.524042,6.756192,20.179172,41.563076,5.603572,51.139534,7.497687,22.953452
83,Autres ouvrages en métaux communs,121.4,135.2,147.9,309.4,166.6,368.8,450.4,171.1,170.4,36.4,68.6,107.1,115.4,413.5,84.7,468.2,16.2,340.2,46,97.8,446.2,438.5,293.8,10.1,265.8,5.5,2983,-2664.2,227.2,16.3,38.8,71.6,377.3,576.6,49.9,344.8,443.7,143.9,399.9,52.2,543.6,480.524634,122.594178,271.647316,99.617951,35.110743,523.679019,690.876618,67.497041,188.085931,545.764071,352.604665,66.457137,368.928081,520.353062,477.786757,228.725874,345.182019,213.039489,134.959512,0,464.3,198.880979,30.753125,206.826787,626.855954,247.640057,792.364065,715.698622,363.44918,101.747877,1200.7,30.351486,754.050769,198.880979,195.24147,613.424472,555.474742,120.022473,67.74901,863.902878,311.143771,940.652749,336.083523,1052.297302,85.137029,62.664492,424.391875,69.79139595,84.42419942,776.595286,65.69542795,90.59668253,65.98241135,815.8196395,488.0486484,695.280906,1206.934603,90.06288665,58.91746043,150.0462704,378.7443177,239.5784073,636.9801103,1300.696332,43.932614,57.462653,464.38642,215.220512,559.528818,343.408188,140.840978,279.400256,983.152086,665.233209,213.181165,652.1170046,348.715301,267.999185,589.005696,557.144228,731.375498,190.308393,258.624604,516.389179,89.445818,697.856654,540.149215,289.720582,425.415857,382.380632,413.354651,564.964922,870.170931,538.70461,390.9,324.508955,476.577277,336.485872,1037.571623,751.487068,141.292529,195.742605,1174.532753,807.630656,90.080967,210.409602,101.98521,481.491127,757.238113,600.860256,1080.0447,171.632137,126.186434,118.539666,444.018209,180.209828,1362.083073,287.650287,375.70752,1346.670567,610.862088,179.894012,883.916969,83.360528,166.452449,1225.08,174.278982,1120.193318,647.510462,628.180924
